	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	k119_1033823_3	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	59.364000000000004	1	
0	k119_1033942_2	division	Eukaryota; Amoebozoa; Conosa	Conosa	86.33	0	
0	k119_1034482_3	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	112.52	0	
0	k119_1034704_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	64.214	0	
0	k119_1036491_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	225.04	0	
0	k119_1036742_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	57.909	0	
0	k119_1038241_2	order	 Bacteria;  Proteobacteria;  Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	128.04	0	
0	k119_1038315_3	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales	Rhodobacterales	203.7	0	
0	k119_1038715_1	class	Eukaryota; Amoebozoa; Lobosa; Lobosa_X	Lobosa_X	80.31599999999999	0	
0	k119_1039096_1	class	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae	Pavlovophyceae	113.49	0	
0	k119_1039846_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae	Noelaerhabdaceae	266.75	0	
0	k119_1040390_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	127.07	0	
0	k119_1040566_1	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Simiduia	Simiduia	63.535	0	
0	k119_1041031_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	110.58	0	
0	k119_1042112_3	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	521.86	0	
0	k119_1042707_3	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	1749.8799999999999	0	
0	k119_104545_1	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia	Colwellia	564.54	0	
0	k119_1046322_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	111.55	0	
0	k119_1047865_7	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	149.38	0	
0	k119_1047902_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	132.89	0	
0	k119_1049155_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	412.25	0	
0	k119_1049495_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	247.35	0	
0	k119_1049813_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	201.76	0	
0	k119_1049823_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	236.68	0	
0	k119_105111_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	69.06400000000001	0	
0	k119_1051794_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	154.23	0	
0	k119_1053818_4	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	88.56099999999999	1	
0	k119_1055360_1	division	Eukaryota; Opisthokonta; Choanoflagellida	Choanoflagellida	99.91	0	
0	k119_1057314_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	832.26	0	
0	k119_1057355_12	supergroup	Bacteria; Proteobacteria	Proteobacteria	396.72999999999996	1	
0	k119_1057968_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	614.98	0	
0	k119_1059665_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	318.15999999999997	1	
0	k119_1060870_1	family	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Suessiales; Suessiaceae	Suessiaceae	57.909	0	
0	k119_1061530_3	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	96.418	0	
0	k119_1062756_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	80.31599999999999	0	
0	k119_1063937_1	order	Bacteria; Proteobacteria; delta/epsilon subdivisions; Deltaproteobacteria; Myxococcales	Myxococcales	333.68	0	
0	k119_1064298_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	100.88	0	
0	k119_1066816_1	division	Eukaryota; Amoebozoa; Lobosa	Lobosa	154.23	0	
0	k119_1067415_11	division	Bacteria; FCB group; Bacteroidetes/Chlorobi group	Bacteroidetes/Chlorobi group	90.79199999999999	0	
0	k119_1068365_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	154.23	0	
0	k119_1068372_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	106.7	1	
0	k119_1069859_1	domain	Eukaryota	Eukaryota	61.304	1	
0	k119_1069915_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	553.87	0	
0	k119_1070013_3	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	161.01999999999998	0	
0	k119_1070306_3	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	97.97	0	
0	k119_1070340_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	327.86	0	
0	k119_1072239_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Calcihaptophycidae; Chrysoculteraceae	Chrysoculteraceae	129.98	0	
0	k119_1072305_1	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	54.902	0	
0	k119_1072673_2	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	118.34	0	
0	k119_107426_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	224.07	0	
0	k119_1076984_1	species	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae; Pseudo-nitzschia; Pseudo-nitzschia australis	Pseudo-nitzschia australis	48.597	0	
0	k119_1078498_4	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	156.17	0	
0	k119_1078786_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	149.38	0	
0	k119_1081935_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	827.41	0	
0	k119_1082366_8	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	524.77	0	
0	k119_1082654_9	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae	Pelagibacteraceae	429.71	1	
0	k119_1083463_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	180.42	0	
0	k119_1083463_2	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	171.69	0	
0	k119_1083578_1	supergroup	Bacteria; Terrabacteria group	Terrabacteria group	195.94	1	
0	k119_1087788_3	division	Eukaryota; Opisthokonta; Choanoflagellida	Choanoflagellida	85.554	0	
0	k119_1091141_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	288.09	0	
0	k119_1091262_2	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	88.173	0	
0	k119_1091901_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Hemiaulales	Hemiaulales	94.866	0	
0	k119_1093731_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	227.95	1	
0	k119_1094263_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	339.5	0	
0	k119_1094719_1	class	Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	49.664	0	
0	k119_1095360_5	family	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae	Pavlovaceae	446.2	0	
0	k119_1095371_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales	Thalassiosirales	63.14699999999999	0	
0	k119_1095513_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	76.92099999999999	0	
0	k119_1095805_9	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	278.39	0	
0	k119_1095876_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	95.642	0	
0	k119_1096070_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	140.65	0	
0	k119_1096353_1	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	82.159	0	
0	k119_1096682_4	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	48.209	0	
0	k119_1103322_1	division	Eukaryota; Amoebozoa; Discosea	Discosea	89.628	0	
0	k119_1103640_3	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	144.53	0	
0	k119_1103658_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	442.32	0	
0	k119_1104400_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	96.03	0	
0	k119_1104603_1	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	289.06	0	
0	k119_1105472_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	117.36999999999999	0	
0	k119_1105704_2	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae; Chaetocerotales	Chaetocerotales	248.32	0	
0	k119_1105836_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	97.0	0	
0	k119_1106172_6	order	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae; Peridiniales	Peridiniales	67.609	0	
0	k119_1106729_1	class	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae	Pavlovophyceae	161.99	0	
0	k119_1106729_2	class	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae	Pavlovophyceae	116.39999999999999	0	
0	k119_1107503_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	1301.74	1	
0	k119_1108828_1	genus	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae; Pavlova	Pavlova	154.23	0	
0	k119_1108941_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	57.520999999999994	0	
0	k119_1108958_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	255.10999999999999	0	
0	k119_1110192_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	93.023	0	
0	k119_1111547_3	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	772.12	0	
0	k119_1111578_2	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	124.16	0	
0	k119_1113079_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	64.99	0	
0	k119_1113582_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Chaetocerotophycidae	Chaetocerotophycidae	70.22800000000001	0	
0	k119_111553_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	161.99	0	
0	k119_1116083_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	327.86	0	
0	k119_1116479_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	69.452	0	
0	k119_1116971_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	135.79999999999998	1	
0	k119_111712_4	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	109.61	0	
0	k119_1120500_2				228.92	1	
0	k119_1121264_3	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	111.55	0	
0	k119_1122392_1	supergroup	Bacteria; Terrabacteria group	Terrabacteria group	226.98	1	
0	k119_1122734_6	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	189.15	0	
0	k119_1123311_3	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	92.63499999999999	0	
0	k119_1123372_8	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	110.58	0	
0	k119_1124218_1	order	Eukaryota; Alveolata; Dinoflagellata; Noctilucophyceae; Noctilucales	Noctilucales	360.84	0	
0	k119_1125037_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	162.96	0	
0	k119_1125496_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	312.34	0	
0	k119_1127005_3	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae	Alteromonadaceae	589.76	0	
0	k119_1127120_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	75.854	0	
0	k119_1129196_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	376.36	0	
0	k119_1129662_3	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales	Phaeocystales	98.94	0	
0	k119_1129832_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	51.215999999999994	0	
0	k119_1130665_2	order	Eukaryota; Stramenopiles; Ochrophyta; Raphidophyceae; Chattonellales	Chattonellales	48.597	0	
0	k119_1130909_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	59.752	0	
0	k119_1131085_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	82.547	0	
0	k119_11313_1	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	168.78	0	
0	k119_1132315_3	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassionemales	Thalassionemales	95.642	0	
0	k119_1133886_3	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	144.53	0	
0	k119_1134496_4	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	99.91	0	
0	k119_1135307_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	632.4399999999999	0	
0	k119_1136242_1	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	61.983	0	
0	k119_1137237_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	393.82	0	
0	k119_1137707_2	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	143.56	0	
0	k119_1138361_4	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	148.41	0	
0	k119_1139878_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae; Fragilariopsis	Fragilariopsis	134.82999999999998	0	
0	k119_1139955_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	104.75999999999999	0	
0	k119_1140665_2	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	142.59	0	
0	k119_1140981_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	82.935	0	
0	k119_1141143_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Fragilariales	Fragilariales	254.14	0	
0	k119_1142574_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	71.004	1	
0	k119_1145175_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae	Phaeocystaceae	53.447	0	
0	k119_1145603_1	division	Eukaryota; Alveolata; Dinoflagellata	Dinoflagellata	69.84	0	
0	k119_1146339_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	245.41	1	
0	k119_1147090_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	168.78	0	
0	k119_1148097_3	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	141.62	0	
0	k119_1148310_1	domain	Eukaryota	Eukaryota	62.759	1	
0	k119_1148475_3	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	119.31	0	
0	k119_1148519_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	196.91	0	
0	k119_1149460_2	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis; Phaeocystis antarctica	Phaeocystis antarctica	352.11	0	
0	k119_1150118_3	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia	Flavobacteriia	106.7	0	
0	k119_1152938_1	genus	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Phaeocystales; Phaeocystaceae; Phaeocystis	Phaeocystis	243.47	0	
0	k119_1153129_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	204.67	0	
0	k119_1153161_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Coccolithales	Coccolithales	154.23	0	
0	k119_1154754_3	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	124.16	0	
