	transcript_name	classification_level	full_classification	classification	max_pid	ambiguous	counts
0	k119_1220_7	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	266.75	0	
0	k119_1222327_2	division	Eukaryota; Rhizaria; Cercozoa	Cercozoa	111.55	0	
0	k119_1224915_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae; Florenciella	Florenciella	69.452	0	
0	k119_1226937_1	order	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Dictyochales	Dictyochales	103.78999999999999	0	
0	k119_1228460_3	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	84.39	0	
0	k119_1228925_2	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	74.011	0	
0	k119_1229947_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	149.38	0	
0	k119_1231367_4	division	Eukaryota; Stramenopiles; Ochrophyta	Ochrophyta	97.97	0	
0	k119_1232496_1	class	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	113.49	0	
0	k119_1236529_1	order	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	50.052	0	
0	k119_1238899_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	65.378	0	
0	k119_1242010_2	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	145.5	0	
0	k119_1244021_3	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	88.173	1	
0	k119_1244764_4	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae	Bacillariaceae	303.61	0	
0	k119_1248639_4	family	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida; Acanthoecida_X	Acanthoecida_X	66.833	0	
0	k119_1251545_1	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	73.235	0	
0	k119_1252763_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	399.64	0	
0	k119_1254788_4	order	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales	Flavobacteriales	374.42	0	
0	k119_1256424_2	division	Eukaryota; Alveolata; Dinoflagellata	Dinoflagellata	84.099	0	
0	k119_1260595_1	domain	Eukaryota	Eukaryota	75.854	1	
0	k119_1260686_1	domain	Eukaryota	Eukaryota	188.18	1	
0	k119_1261941_3	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	134.82999999999998	0	
0	k119_1262566_1	order	 Bacteria;  Proteobacteria;  Alphaproteobacteria; Alphaproteobacteria; Sphingomonadales	Sphingomonadales	78.473	0	
0	k119_1263261_2	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	153.26	0	
0	k119_126503_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	74.69	0	
0	k119_1265480_1	family	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	485.0	1	
0	k119_1268211_1	order	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae; Cryptomonadales	Cryptomonadales	54.514	0	
0	k119_1269817_3	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae; Emiliania; Emiliania huxleyi	Emiliania huxleyi	85.554	0	
0	k119_127282_4	class	Eukaryota; Alveolata; Ciliophora; Spirotrichea	Spirotrichea	211.46	0	
0	k119_127296_13	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	Oceanospirillales	241.53	0	
0	k119_1273097_1	genus	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	Micromonas	291.96999999999997	0	
0	k119_1274402_1	genus	Eukaryota; Alveolata; Ciliophora; Spirotrichea; Choreotrichida; Strombidinopsidae; Strombidinopsis	Strombidinopsis	518.9499999999999	0	
0	k119_1275203_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	291.0	1	
0	k119_1276448_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	103.78999999999999	1	
0	k119_1281078_8	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Methylococcales	Methylococcales	492.76	0	
0	k119_1282566_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	99.91	0	
0	k119_1283099_1	class	Bacteria; PVC group; Verrucomicrobia; Opitutae	Opitutae	113.49	0	
0	k119_1283982_1	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter	Candidatus Pelagibacter	239.59	0	
0	k119_1287096_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	170.72	1	
0	k119_1288400_1	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	130.95	0	
0	k119_1292302_3	family	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae	Pavlovaceae	399.64	0	
0	k119_1293037_1				98.94	1	
0	k119_1301357_1	family	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae	Mamiellaceae	152.29	0	
0	k119_1303806_1	order	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Rhizochromulinales	Rhizochromulinales	63.923	0	
0	k119_1303993_1	division	Eukaryota; Hacrobia; Haptophyta	Haptophyta	81.092	0	
0	k119_1309829_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	71.004	0	
0	k119_131010_1	family	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	1016.56	1	
0	k119_1313654_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales	Zygodiscales	77.309	0	
0	k119_1314281_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Zygodiscales; Pontosphaeraceae	Pontosphaeraceae	106.7	0	
0	k119_1320520_1	class	Eukaryota; Stramenopiles; Sagenista; Labyrinthulomycetes	Labyrinthulomycetes	141.62	0	
0	k119_132677_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	896.28	1	
0	k119_1327018_1	class	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	207.57999999999998	0	
0	k119_1329083_5	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	88.949	0	
0	k119_1333341_6	class	Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae	Chlorarachniophyceae	64.99	0	
0	k119_1340745_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	178.48	0	
0	k119_1341045_2	family	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae	Florenciellaceae	90.01599999999999	0	
0	k119_1341353_3	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	312.34	0	
0	k119_1343004_2	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina	Planktomarina	832.26	0	
0	k119_1344077_1	family	Eukaryota; Hacrobia; Haptophyta; Pavlovophyceae; Pavlovales; Pavlovaceae	Pavlovaceae	65.378	0	
0	k119_134501_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassiosirales	Thalassiosirales	56.745	0	
0	k119_1346183_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	129.98	0	
0	k119_1347758_3	supergroup	Bacteria; Proteobacteria	Proteobacteria	234.73999999999998	1	
0	k119_1352966_2	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Octadecabacter	Octadecabacter	355.02	0	
0	k119_1356366_2	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales	Rhodobacterales	264.81	0	
0	k119_1357312_11	species	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Tistrella; Tistrella mobilis	Tistrella mobilis	314.28	0	
0	k119_1365123_1				81.092	1	
0	k119_1366105_1	class	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta	Bacillariophyta	822.56	1	
0	k119_1366244_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	168.78	1	
0	k119_1367685_2	domain	Eukaryota	Eukaryota	90.404	1	
0	k119_1375446_2	class	Eukaryota; Hacrobia; Cryptophyta; Cryptophyceae	Cryptophyceae	49.664	0	
0	k119_137642_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	115.42999999999999	0	
0	k119_1380933_1	order	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales	Rhodobacterales	495.66999999999996	1	
0	k119_1382619_1	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Oceanospirillales	Oceanospirillales	126.1	0	
0	k119_1386063_2	order	Eukaryota; Rhizaria; Cercozoa; Chlorarachniophyceae; Chlorarachnida	Chlorarachnida	274.51	0	
0	k119_1393472_6	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales	Alteromonadales	53.835	0	
0	k119_1395559_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae; Florenciella	Florenciella	173.63	0	
0	k119_1396167_2	genus	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	Micromonas	438.44	0	
0	k119_1398175_2	family	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	Bathycoccaceae	281.3	1	
0	k119_1402238_1	family	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Thalassionemales; Thalassionemataceae	Thalassionemataceae	139.68	0	
0	k119_1403281_3	genus	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Florenciellales; Florenciellaceae; Florenciella	Florenciella	156.17	1	
0	k119_1403686_1	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae	Pelagibacteraceae	77.69699999999999	1	
0	k119_1405721_2	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter	Candidatus Pelagibacter	238.62	0	
0	k119_1409161_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	606.25	0	
0	k119_141679_1	order	Eukaryota; Stramenopiles; Opalozoa; Bicoecea; Anoecales	Anoecales	129.01	0	
0	k119_1417327_3	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	106.7	1	
0	k119_1422925_1	order	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	428.74	0	
0	k119_1423913_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	52.67099999999999	0	
0	k119_1431581_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	101.85	0	
0	k119_1437916_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	209.51999999999998	0	
0	k119_1438542_4	class	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea	Choanoflagellatea	169.75	0	
0	k119_1439468_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	279.36	1	
0	k119_1439535_1				147.44	1	
0	k119_1440269_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	74.011	0	
0	k119_1442397_1	order	Eukaryota; Amoebozoa; Lobosa; Discosea-Flabellinia; Vannellida	Vannellida	217.28	0	
0	k119_1445269_1	family	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales; Chrysochromulinaceae	Chrysochromulinaceae	568.42	0	
0	k119_1447075_1	order	Eukaryota; Opisthokonta; Choanoflagellida; Choanoflagellatea; Acanthoecida	Acanthoecida	144.53	0	
0	k119_1450213_1	domain	Eukaryota	Eukaryota	365.69	1	
0	k119_1450857_1	class	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Sphingobacteriia	Sphingobacteriia	258.02	0	
0	k119_1452164_3	division	Eukaryota; Archaeplastida; Chlorophyta	Chlorophyta	149.38	0	
0	k119_1454169_3	domain	Eukaryota	Eukaryota	389.94	1	
0	k119_1455450_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales	Isochrysidales	120.28	1	
0	k119_1460478_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	123.19	0	
0	k119_1461593_1	division	Eukaryota; Alveolata; Ciliophora	Ciliophora	81.092	0	
0	k119_1462921_5	domain	Eukaryota	Eukaryota	57.132999999999996	1	
0	k119_1463073_1	class	Eukaryota; Stramenopiles; Stramenopiles_X; Stramenopiles_XX	Stramenopiles_XX	94.47800000000001	0	
0	k119_1464364_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales; Bacillariaceae; Fragilariopsis	Fragilariopsis	115.42999999999999	0	
0	k119_1465191_1				70.616	1	
0	k119_1470556_10	genus	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagomonas	Pelagomonas	278.39	0	
0	k119_1471581_5	species	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Unclassified; Unclassified; Candidatus Thioglobus; Candidatus Thioglobus singularis	Candidatus Thioglobus singularis	176.54	0	
0	k119_1477304_4	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Planktomarina	Planktomarina	317.19	0	
0	k119_1478239_2	family	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae	Pseudoalteromonadaceae	146.47	0	
0	k119_1480600_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	67.609	0	
0	k119_1480814_3	order	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Cellvibrionales	Cellvibrionales	254.14	0	
0	k119_1482106_1	order	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales	Pelagomonadales	150.35	0	
0	k119_1482252_2	family	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae; Pedinellales; Pedinellacaee	Pedinellacaee	89.24	0	
0	k119_1484349_1	domain	Bacteria	Bacteria	310.4	1	
0	k119_1491789_1	genus	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagococcus	Pelagococcus	271.59999999999997	0	
0	k119_1493095_2	domain	Eukaryota	Eukaryota	50.44	1	
0	k119_1496700_3	class	Eukaryota; Alveolata; Ciliophora; Spirotrichea	Spirotrichea	48.209	0	
0	k119_1497856_2	family	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae	Rhodobacteraceae	521.86	1	
0	k119_1506268_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	305.55	0	
0	k119_1508357_2	domain	Eukaryota	Eukaryota	62.759	1	
0	k119_1512784_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	1099.98	0	
0	k119_1513390_9	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	336.59	0	
0	k119_1513564_1	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	171.69	1	
0	k119_1514273_2				191.09	1	
0	k119_1516571_1	class	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria	Alphaproteobacteria	80.704	0	
0	k119_1516868_3	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	155.2	0	
0	k119_1520129_1	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	675.12	0	
0	k119_1524169_1	order	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales	Mamiellales	293.90999999999997	0	
0	k119_1525187_1	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	144.53	0	
0	k119_1525474_3	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	120.28	0	
0	k119_1526290_11	genus	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Paraglaciecola	Paraglaciecola	480.15	0	
0	k119_1527097_2	family	Bacteria; FCB group; Bacteroidetes/Chlorobi group; Flavobacteriia; Flavobacteriales; Flavobacteriaceae	Flavobacteriaceae	457.84	1	
0	k119_1528471_2	class	Eukaryota; Stramenopiles; Ochrophyta; Bolidophyceae	Bolidophyceae	76.92099999999999	0	
0	k119_1530002_7	class	Eukaryota; Alveolata; Dinoflagellata; Dinophyceae	Dinophyceae	57.520999999999994	0	
0	k119_1531226_1	species	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Isochrysidales; Noelaerhabdaceae; Emiliania; Emiliania huxleyi	Emiliania huxleyi	521.86	0	
0	k119_1531962_4				60.528	1	
0	k119_1532564_1	class	Eukaryota; Archaeplastida; Chlorophyta; Nephroselmidophyceae	Nephroselmidophyceae	80.704	0	
0	k119_1533990_1	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	125.13	0	
0	k119_1534616_1	domain	Eukaryota	Eukaryota	51.215999999999994	1	
0	k119_1535816_2	class	Eukaryota; Stramenopiles; Ochrophyta; Dictyochophyceae	Dictyochophyceae	82.547	0	
0	k119_1537177_2	order	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae; Prymnesiales	Prymnesiales	197.88	0	
0	k119_1546176_3	class	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae	Mamiellophyceae	256.08	0	
0	k119_1549486_2	genus	Eukaryota; Archaeplastida; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	Micromonas	1351.21	0	
0	k119_1566016_5	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	90.404	0	
0	k119_1568447_2	order	Eukaryota; Stramenopiles; Ochrophyta; Bacillariophyta; Bacillariales	Bacillariales	1001.04	0	
0	k119_1569213_1	family	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae	Pelagomonadaceae	152.29	0	
0	k119_157164_1	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	66.154	0	
0	k119_1579511_2	species	Eukaryota; Stramenopiles; Ochrophyta; Pelagophyceae; Pelagomonadales; Pelagomonadaceae; Pelagococcus; Pelagococcus subviridis	Pelagococcus subviridis	134.82999999999998	0	
0	k119_1580766_2	class	Eukaryota; Hacrobia; Haptophyta; Prymnesiophyceae	Prymnesiophyceae	136.77	0	
0	k119_1581047_2	genus	Bacteria; Proteobacteria; Alphaproteobacteria; Alphaproteobacteria; Pelagibacterales; Pelagibacteraceae; Candidatus Pelagibacter	Candidatus Pelagibacter	263.84	0	
0	k119_1581141_1	class	Bacteria; Proteobacteria; Gammaproteobacteria; Gammaproteobacteria	Gammaproteobacteria	320.09999999999997	1	
